Z:\Zself driving car data\IMG\center_2018_09_20_23_54_44_259.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_44_259.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_44_259.jpg, 0, 0, 0, 1.271747
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_44_359.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_44_359.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_44_359.jpg, 0, 0, 0, 1.258977
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_44_461.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_44_461.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_44_461.jpg, 0, 0, 0, 1.246335
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_44_563.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_44_563.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_44_563.jpg, 0, 0, 0, 1.23382
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_44_663.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_44_663.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_44_663.jpg, 0, 0, 0, 1.221436
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_44_767.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_44_767.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_44_767.jpg, 0, 0, 0, 1.206738
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_44_868.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_44_868.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_44_868.jpg, 0, 0, 0, 1.194626
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_44_968.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_44_968.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_44_968.jpg, 0, 0, 0, 1.182635
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_069.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_069.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_069.jpg, 0, 0, 0, 1.170764
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_172.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_172.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_172.jpg, 0, 0, 0, 1.159012
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_272.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_272.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_272.jpg, 0, 0, 0, 1.147379
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_374.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_374.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_374.jpg, 0, 0, 0, 1.135861
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_476.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_476.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_476.jpg, 0, 0, 0, 1.12446
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_576.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_576.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_576.jpg, 0, 0, 0, 1.113172
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_677.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_677.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_677.jpg, 0, 0, 0, 1.101998
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_778.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_778.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_778.jpg, 0, 0, 0, 1.090936
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_879.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_879.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_879.jpg, 0, 0.1147686, 0, 1.106134
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_45_981.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_45_981.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_45_981.jpg, 0, 0.4102469, 0, 1.45647
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_084.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_084.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_084.jpg, 0, 0.7119274, 0, 2.167776
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_185.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_185.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_185.jpg, -0.2474062, 1, 0, 3.225033
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_288.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_288.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_288.jpg, -0.6088108, 1, 0, 4.590642
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_391.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_391.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_391.jpg, -0.5162268, 1, 0, 5.72562
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_491.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_491.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_491.jpg, -0.2220937, 1, 0, 6.882828
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_592.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_592.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_592.jpg, 0, 1, 0, 8.012658
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_694.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_694.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_694.jpg, 0, 1, 0, 9.137023
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_794.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_794.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_794.jpg, 0, 1, 0, 10.25095
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_895.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_895.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_895.jpg, -0.06147442, 1, 0, 11.35336
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_46_998.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_46_998.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_46_998.jpg, -0.3624717, 1, 0, 12.48612
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_47_100.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_47_100.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_47_100.jpg, -0.608491, 1, 0, 13.35644
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_47_200.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_47_200.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_47_200.jpg, -0.3031701, 1, 0, 14.46492
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_47_300.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_47_300.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_47_300.jpg, -0.003258861, 1, 0, 15.49654
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_47_403.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_47_403.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_47_403.jpg, 0, 1, 0, 16.48161
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_47_503.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_47_503.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_47_503.jpg, 0, 1, 0, 17.65528
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_47_604.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_47_604.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_47_604.jpg, -0.2546739, 1, 0, 18.51421
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_47_706.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_47_706.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_47_706.jpg, -0.3735401, 1, 0, 19.63685
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_47_808.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_47_808.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_47_808.jpg, -0.07051454, 1, 0, 20.7551
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_47_908.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_47_908.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_47_908.jpg, 0, 1, 0, 21.66778
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_009.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_009.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_009.jpg, -0.1210131, 1, 0, 22.70024
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_112.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_112.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_112.jpg, -0.3506965, 1, 0, 23.58683
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_213.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_213.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_213.jpg, -0.04990894, 1, 0, 24.56542
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_316.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_316.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_316.jpg, 0, 1, 0, 25.51798
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_417.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_417.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_417.jpg, 0, 1, 0, 26.46876
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_518.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_518.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_518.jpg, 0, 1, 0, 27.41071
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_621.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_621.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_621.jpg, 0, 1, 0, 28.34332
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_723.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_723.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_723.jpg, -0.1270919, 1, 0, 29.26135
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_824.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_824.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_824.jpg, -0.3896224, 1, 0, 30.06411
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_48_927.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_48_927.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_48_927.jpg, -0.03209095, 1, 0, 30.19024
Z:\Zself driving car data\IMG\center_2018_09_20_23_54_49_027.jpg, Z:\Zself driving car data\IMG\left_2018_09_20_23_54_49_027.jpg, Z:\Zself driving car data\IMG\right_2018_09_20_23_54_49_027.jpg, 0, 1, 0, 30.18993
